"school","sex","age","address","famsize","parent_status","mother_edu","father_edu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","weekday_alcohol_consume","weekend_alcohol_consume","health","absences","first_period_grade","second_period_grade","final_grade","subject","avg_grade","performance","absence_level","parent_edu"
"GP","Female",18,"Urban","Large","Together","2","2","at_home","other","course","mother",4,"Medium","0","no","no","no","yes","yes","yes","no","yes","4","2","5","1","1","2",2,10,9,10,"Portuguese",9.67,"Medium","Low",3
"GP","Female",17,"Rural","Large","Together","2","4","at_home","other","course","father",1,"High","0","no","yes","no","no","yes","yes","yes","yes","4","4","3","1","1","5",0,15,15,15,"Portuguese",15,"High","None",4
"GP","Male",18,"Urban","Large","Together","2","2","other","other","reputation","mother",1,"Low","0","no","no","no","no","no","yes","yes","no","5","4","2","1","2","5",6,15,14,15,"Portuguese",14.67,"High","Moderate",3
"GP","Female",18,"Urban","Large","Together","3","3","services","services","home","mother",1,"Medium","0","no","no","no","yes","yes","yes","yes","no","5","3","4","1","1","4",8,10,11,12,"Portuguese",11,"Medium","Moderate",4
"GP","Female",18,"Urban","Small","Together","2","2","other","other","home","other",1,"Medium","0","no","no","no","yes","no","yes","yes","yes","4","3","3","1","1","2",0,10,9,12,"Portuguese",10.33,"Medium","None",3
"GP","Female",18,"Rural","Large","Together","2","2","at_home","other","course","mother",2,"Very High","0","no","no","no","yes","yes","yes","no","no","4","4","4","1","1","4",6,14,13,14,"Portuguese",13.67,"Medium","Moderate",3
"GP","Female",17,"Urban","Large","Together","3","4","services","other","course","mother",1,"High","0","no","no","no","no","yes","yes","yes","no","4","4","5","1","3","5",8,11,13,14,"Portuguese",12.67,"Medium","Moderate",4.5
"GP","Female",17,"Urban","Large","Together","3","2","other","other","home","mother",1,"Medium","0","no","yes","no","no","yes","yes","yes","yes","4","3","2","2","3","2",0,12,13,15,"Portuguese",13.33,"High","None",3.5
"GP","Female",18,"Urban","Small","Together","3","3","services","services","home","mother",1,"Very High","0","no","yes","no","no","yes","yes","yes","no","5","3","3","1","1","1",4,14,14,15,"Portuguese",14.33,"High","Low",4
"GP","Female",17,"Rural","Large","Apart","3","2","other","other","home","mother",1,"Medium","0","no","yes","no","no","yes","yes","yes","no","4","3","3","2","3","2",0,14,14,16,"Portuguese",14.67,"High","None",3.5
"GP","Male",18,"Urban","Large","Together","4","4","teacher","services","home","father",1,"Medium","0","no","yes","no","yes","yes","yes","yes","no","4","3","3","2","2","2",0,12,12,13,"Portuguese",12.33,"Medium","None",5
"GP","Male",18,"Urban","Small","Together","3","4","services","other","home","mother",1,"Medium","0","no","no","no","yes","yes","yes","yes","yes","4","3","3","1","3","5",6,16,16,17,"Portuguese",16.33,"High","Moderate",4.5
"GP","Female",17,"Urban","Large","Apart","2","2","at_home","at_home","home","father",1,"Medium","0","no","yes","no","no","yes","yes","yes","yes","3","3","1","1","2","4",18,10,12,14,"Portuguese",12,"Medium","High",3
"GP","Female",18,"Urban","Large","Together","2","3","at_home","other","course","mother",1,"High","0","no","yes","no","no","yes","yes","yes","no","4","3","3","1","2","3",0,11,12,14,"Portuguese",12.33,"Medium","None",3.5
"GP","Female",18,"Urban","Large","Together","3","2","other","services","other","mother",1,"High","0","no","no","no","no","yes","yes","yes","yes","5","4","3","2","3","1",4,14,16,17,"Portuguese",15.67,"High","Low",3.5
"GP","Male",18,"Rural","Large","Together","4","3","teacher","services","course","mother",1,"High","0","no","no","no","no","yes","yes","yes","yes","5","3","2","1","2","4",4,15,14,17,"Portuguese",15.33,"High","Low",4.5
"GP","Male",18,"Urban","Large","Together","4","3","teacher","other","course","mother",1,"High","0","no","yes","no","no","yes","yes","yes","yes","5","4","5","2","3","5",0,14,13,14,"Portuguese",13.67,"Medium","None",4.5
"GP","Female",17,"Urban","Large","Together","4","3","health","other","reputation","mother",1,"High","0","no","yes","no","yes","yes","yes","yes","yes","4","4","3","1","3","4",0,11,12,13,"Portuguese",12,"Medium","None",4.5
"GP","Female",17,"Urban","Large","Together","2","1","services","other","course","mother",2,"Medium","0","no","yes","no","yes","yes","yes","yes","yes","4","3","4","2","2","1",10,12,15,15,"Portuguese",14,"High","Moderate",2.5
"GP","Female",17,"Urban","Large","Together","2","1","services","other","reputation","mother",1,"Medium","0","no","yes","no","yes","yes","yes","yes","no","4","3","5","2","4","4",4,12,16,16,"Portuguese",14.67,"High","Low",2.5
"GP","Female",19,"Urban","Small","Apart","2","3","at_home","other","home","other",2,"Low","1","no","no","no","no","yes","no","yes","no","2","2","3","3","4","5",16,10,11,11,"Portuguese",10.67,"Medium","High",3.5
"GP","Female",17,"Urban","Large","Together","3","1","other","at_home","home","mother",1,"Low","1","no","yes","yes","no","yes","yes","yes","yes","4","1","2","1","1","3",6,10,13,13,"Portuguese",12,"Medium","Moderate",3
"GP","Female",21,"Urban","Small","Together","4","4","other","other","reputation","other",1,"High","2","no","no","yes","yes","yes","yes","yes","no","3","3","2","1","1","5",0,9,12,12,"Portuguese",11,"Medium","None",5
"GP","Male",18,"Urban","Small","Together","2","2","services","services","reputation","mother",1,"Medium","0","no","yes","no","yes","no","no","yes","no","4","4","4","1","3","3",11,9,11,12,"Portuguese",10.67,"Medium","Moderate",3
"GP","Male",18,"Urban","Small","Apart","3","4","other","other","reputation","other",1,"Medium","0","no","no","no","yes","yes","yes","yes","yes","4","3","5","1","4","2",9,13,14,15,"Portuguese",14,"High","Moderate",4.5
"GP","Female",17,"Urban","Large","Together","2","2","services","services","reputation","mother",1,"Medium","0","no","yes","no","yes","yes","yes","yes","no","4","3","4","1","3","4",0,13,17,17,"Portuguese",15.67,"High","None",3
"GP","Male",17,"Urban","Small","Apart","4","4","health","other","reputation","mother",1,"High","0","no","yes","no","no","yes","yes","yes","no","4","4","2","1","2","4",2,12,15,15,"Portuguese",14,"High","Low",5
"GP","Female",18,"Urban","Small","Together","4","2","teacher","other","course","mother",1,"Medium","0","no","yes","no","yes","yes","yes","yes","no","4","2","2","1","1","3",0,14,17,17,"Portuguese",16,"High","None",4
"GP","Male",21,"Rural","Small","Together","1","1","at_home","other","course","other",2,"Medium","2","no","yes","no","yes","yes","no","yes","yes","5","3","3","5","2","4",21,9,10,10,"Portuguese",9.67,"Medium","High",2
"GP","Female",20,"Rural","Large","Together","1","1","other","other","reputation","other",2,"High","0","no","no","no","no","yes","yes","yes","yes","3","2","2","1","3","3",8,11,15,15,"Portuguese",13.67,"High","Moderate",2
"GP","Female",19,"Urban","Large","Together","4","4","teacher","other","home","other",1,"Low","1","no","yes","no","no","yes","yes","yes","yes","3","2","5","4","4","5",5,9,10,11,"Portuguese",10,"Medium","Low",5
"GP","Male",17,"Urban","Small","Apart","3","2","other","other","reputation","mother",1,"Medium","0","no","yes","no","no","yes","yes","yes","no","4","4","4","1","2","5",10,16,18,18,"Portuguese",17.33,"High","Moderate",3.5
"GP","Female",18,"Urban","Large","Together","3","2","at_home","other","reputation","father",1,"High","0","no","yes","no","no","yes","yes","yes","yes","4","3","4","1","2","2",5,14,17,17,"Portuguese",16,"High","Low",3.5
"GP","Male",18,"Rural","Large","Together","2","3","other","services","reputation","father",1,"Low","0","no","no","no","no","yes","yes","yes","no","3","1","3","4","5","4",13,13,14,14,"Portuguese",13.67,"Medium","Moderate",3.5
"GP","Male",19,"Urban","Large","Together","2","1","other","other","reputation","mother",1,"Low","0","no","no","no","no","yes","yes","yes","no","5","3","4","1","4","4",10,7,11,11,"Portuguese",9.67,"Medium","Moderate",2.5
"GP","Female",18,"Urban","Small","Apart","2","2","services","other","reputation","mother",2,"Medium","0","no","yes","no","no","yes","yes","yes","no","4","1","4","1","3","4",10,14,17,17,"Portuguese",16,"High","Moderate",3
"GP","Female",20,"Urban","Large","Together","1","0","other","other","reputation","mother",2,"Low","1","yes","no","no","no","yes","yes","yes","yes","5","3","1","1","1","5",5,8,10,10,"Portuguese",9.33,"Medium","Low",1.5
"GP","Female",18,"Urban","Large","Together","3","2","services","other","home","mother",1,"Medium","0","no","yes","no","yes","no","yes","yes","yes","3","1","2","1","2","1",4,10,13,13,"Portuguese",12,"Medium","Low",3.5
"MS","Female",16,"Urban","Large","Together","1","3","at_home","other","other","father",2,"Low","0","no","yes","no","no","yes","no","yes","yes","4","3","3","1","3","5",11,10,11,11,"Portuguese",10.67,"Medium","Moderate",3
"MS","Female",16,"Rural","Large","Together","2","2","other","other","course","mother",2,"Medium","0","no","yes","no","yes","yes","yes","yes","no","4","4","4","1","1","5",0,12,12,12,"Portuguese",12,"Medium","None",3
"MS","Female",15,"Rural","Large","Together","1","1","at_home","services","other","mother",1,"Low","1","no","yes","no","no","yes","yes","no","yes","4","1","3","1","1","2",6,10,10,10,"Portuguese",10,"Medium","Moderate",2
"MS","Female",15,"Rural","Large","Together","3","3","at_home","other","course","mother",2,"Low","0","no","yes","no","no","yes","yes","yes","no","5","4","4","2","3","5",4,10,10,11,"Portuguese",10.33,"Medium","Low",4
"MS","Female",16,"Rural","Large","Together","2","3","at_home","services","course","mother",2,"Medium","0","no","no","no","no","yes","yes","no","no","4","5","2","1","2","5",0,16,17,17,"Portuguese",16.67,"High","None",3.5
"MS","Female",15,"Rural","Small","Together","2","1","at_home","other","home","mother",2,"Low","0","no","no","no","no","yes","no","no","no","1","3","4","1","1","1",0,6,8,9,"Portuguese",7.67,"Low","None",2.5
"MS","Male",16,"Rural","Small","Apart","4","4","at_home","other","home","mother",1,"Medium","0","no","yes","no","no","yes","yes","no","no","5","3","2","1","3","2",5,10,11,11,"Portuguese",10.67,"Medium","Low",5
"MS","Male",16,"Urban","Large","Apart","1","2","other","other","other","mother",1,"High","0","yes","no","no","no","yes","yes","yes","no","4","4","3","1","1","5",0,10,11,11,"Portuguese",10.67,"Medium","None",2.5
"MS","Female",17,"Rural","Large","Together","3","2","at_home","other","course","father",1,"Medium","1","no","no","no","no","yes","yes","no","yes","4","5","4","1","2","5",0,10,10,10,"Portuguese",10,"Medium","None",3.5
"MS","Female",17,"Rural","Large","Together","1","1","other","other","other","father",1,"Low","1","no","yes","no","no","no","no","yes","no","5","4","4","2","2","5",0,6,6,7,"Portuguese",6.33,"Low","None",2
"MS","Female",15,"Rural","Large","Together","4","4","teacher","other","course","mother",2,"Low","0","no","no","no","no","yes","yes","yes","yes","1","5","1","3","5","5",0,13,14,14,"Portuguese",13.67,"Medium","None",5
"MS","Female",16,"Urban","Small","Apart","2","2","at_home","other","reputation","mother",2,"Very High","0","no","no","no","yes","no","no","no","yes","1","2","1","1","1","1",4,10,9,11,"Portuguese",10,"Medium","Low",3
"MS","Female",15,"Rural","Small","Together","1","1","at_home","services","reputation","father",2,"Medium","0","no","yes","no","no","yes","yes","yes","no","5","4","3","1","2","4",0,10,10,10,"Portuguese",10,"Medium","None",2
"MS","Female",15,"Rural","Small","Together","1","1","other","services","course","mother",2,"Low","1","no","yes","no","no","yes","yes","yes","yes","4","4","3","1","2","2",4,6,7,8,"Portuguese",7,"Low","Low",2
"MS","Female",16,"Rural","Large","Together","0","2","other","other","other","mother",2,"Low","0","no","yes","no","yes","yes","yes","no","no","3","2","3","1","2","2",0,12,11,12,"Portuguese",11.67,"Medium","None",2
"MS","Female",17,"Rural","Large","Together","2","3","other","other","course","mother",2,"Low","0","no","yes","no","no","yes","yes","yes","no","5","5","5","1","3","3",2,10,11,12,"Portuguese",11,"Medium","Low",3.5
"MS","Female",15,"Rural","Large","Together","3","3","other","services","course","father",2,"Low","0","no","no","no","no","no","yes","yes","no","4","1","3","1","1","4",0,14,16,16,"Portuguese",15.33,"High","None",4
"MS","Male",16,"Urban","Large","Together","1","1","at_home","services","home","mother",2,"Medium","0","no","yes","no","yes","yes","yes","no","yes","5","4","5","4","5","3",0,7,0,0,"Portuguese",2.33,"Low","None",2
"MS","Male",17,"Urban","Large","Together","1","1","other","other","home","mother",1,"Medium","0","no","no","yes","no","no","yes","yes","no","4","4","3","2","4","5",4,8,9,9,"Portuguese",8.67,"Low","Low",2
"MS","Male",15,"Rural","Small","Together","4","1","health","services","reputation","father",1,"Medium","0","no","yes","no","yes","yes","yes","yes","no","5","3","4","1","2","2",0,12,13,14,"Portuguese",13,"Medium","None",3.5
"MS","Male",15,"Rural","Small","Together","4","1","health","services","reputation","father",1,"Medium","0","no","yes","no","yes","yes","yes","yes","no","5","3","4","1","2","2",7,7,9,8,"Portuguese",8,"Low","Moderate",3.5
"MS","Male",16,"Rural","Large","Together","3","4","other","health","other","mother",3,"Medium","0","no","no","no","no","no","yes","no","no","3","4","5","1","2","5",4,9,10,11,"Portuguese",10,"Medium","Low",4.5
"MS","Male",15,"Rural","Large","Together","1","1","other","other","course","mother",4,"Medium","0","no","yes","no","yes","yes","yes","no","yes","5","4","5","2","4","4",8,7,9,9,"Portuguese",8.33,"Low","Moderate",2
"MS","Male",15,"Urban","Small","Together","3","3","at_home","at_home","reputation","father",1,"Medium","0","no","yes","no","yes","yes","yes","yes","no","5","3","3","1","1","5",0,11,11,11,"Portuguese",11,"Medium","None",4
"MS","Male",17,"Rural","Large","Together","2","1","other","other","other","mother",3,"Low","0","no","no","no","yes","yes","no","no","yes","5","5","5","5","5","3",8,8,10,9,"Portuguese",9,"Low","Moderate",2.5
"MS","Female",16,"Rural","Large","Together","4","4","teacher","teacher","course","mother",2,"High","0","no","no","no","yes","yes","yes","yes","yes","4","2","2","1","1","4",6,16,16,17,"Portuguese",16.33,"High","Moderate",5
"MS","Female",15,"Rural","Large","Together","1","2","other","services","course","mother",2,"Low","0","no","no","no","no","yes","yes","no","no","5","1","2","1","1","1",3,11,13,13,"Portuguese",12.33,"Medium","Low",2.5
"MS","Female",16,"Rural","Large","Together","2","3","other","services","course","mother",3,"Medium","0","no","yes","no","no","yes","yes","yes","no","4","5","4","1","2","1",2,15,15,15,"Portuguese",15,"High","Low",3.5
"MS","Male",16,"Rural","Large","Together","1","2","other","other","course","father",2,"Medium","0","no","no","no","no","yes","yes","no","no","4","3","3","1","1","5",0,10,11,11,"Portuguese",10.67,"Medium","None",2.5
"MS","Female",16,"Rural","Large","Together","2","2","other","other","course","mother",3,"Medium","0","no","yes","no","no","yes","yes","yes","no","4","4","5","1","1","4",4,9,10,11,"Portuguese",10,"Medium","Low",3
"MS","Female",16,"Urban","Large","Together","1","2","other","services","course","mother",1,"High","1","no","yes","no","no","yes","yes","no","no","1","3","2","1","2","4",0,10,8,8,"Portuguese",8.67,"Low","None",2.5
"MS","Female",16,"Urban","Large","Together","1","2","other","services","course","mother",1,"High","1","no","yes","no","no","yes","yes","no","no","1","3","2","1","2","4",3,9,8,8,"Portuguese",8.33,"Low","Low",2.5
"MS","Female",15,"Urban","Large","Together","2","1","at_home","other","home","mother",1,"Medium","0","yes","yes","no","no","no","yes","yes","no","4","4","2","3","3","2",0,9,10,9,"Portuguese",9.33,"Low","None",2.5
"MS","Female",16,"Urban","Large","Together","1","1","at_home","other","course","father",1,"Medium","0","no","yes","no","no","no","yes","no","yes","5","4","3","2","1","2",0,13,14,15,"Portuguese",14,"High","None",2
"MS","Male",17,"Rural","Small","Together","1","2","at_home","services","reputation","mother",1,"Low","0","no","yes","no","yes","yes","yes","yes","no","5","5","5","5","5","3",4,10,11,11,"Portuguese",10.67,"Medium","Low",2.5
"MS","Female",16,"Rural","Large","Together","1","1","other","other","home","father",4,"Very High","0","no","yes","no","no","no","yes","yes","no","4","3","2","1","1","1",0,13,10,13,"Portuguese",12,"Medium","None",2
"MS","Female",16,"Rural","Large","Together","1","1","at_home","other","other","father",4,"High","0","yes","yes","no","no","yes","yes","no","no","4","4","3","1","1","5",2,10,9,10,"Portuguese",9.67,"Medium","Low",2
"MS","Female",15,"Rural","Large","Together","1","1","at_home","other","home","father",2,"Medium","0","no","yes","no","yes","yes","yes","yes","no","4","3","3","1","1","2",1,11,10,11,"Portuguese",10.67,"Medium","Low",2
"MS","Female",16,"Rural","Large","Together","1","1","at_home","other","other","mother",2,"Low","0","no","no","no","yes","yes","yes","yes","yes","4","2","2","4","3","2",0,13,12,14,"Portuguese",13,"Medium","None",2
"MS","Female",15,"Rural","Large","Together","1","1","at_home","at_home","course","father",3,"Medium","0","no","yes","no","no","yes","yes","no","no","4","2","1","1","2","2",0,13,14,14,"Portuguese",13.67,"Medium","None",2
"MS","Female",15,"Rural","Small","Together","2","2","other","other","other","father",1,"High","0","yes","yes","no","no","yes","yes","no","no","4","4","3","2","2","5",2,14,11,12,"Portuguese",12.33,"Medium","Low",3
"MS","Male",16,"Rural","Large","Together","1","1","at_home","other","other","father",2,"Low","0","no","no","no","yes","yes","yes","no","no","3","4","4","3","4","5",6,11,11,11,"Portuguese",11,"Medium","Moderate",2
"MS","Female",18,"Urban","Large","Together","1","2","other","other","course","father",1,"Medium","1","no","yes","no","yes","yes","yes","yes","yes","3","4","4","2","3","5",9,9,8,8,"Portuguese",8.33,"Low","Moderate",2.5
"MS","Male",15,"Urban","Large","Together","3","1","other","services","home","mother",2,"Low","0","no","yes","no","no","yes","yes","no","no","3","2","3","1","3","4",0,10,9,11,"Portuguese",10,"Medium","None",3
"MS","Female",16,"Rural","Large","Together","2","2","other","services","course","father",3,"Medium","0","no","yes","no","yes","yes","yes","yes","no","5","3","4","1","1","2",1,14,13,14,"Portuguese",13.67,"Medium","Low",3
"MS","Male",15,"Urban","Large","Together","2","2","health","other","reputation","mother",3,"Low","0","no","no","no","no","yes","yes","no","no","4","3","3","1","2","4",1,13,12,13,"Portuguese",12.67,"Medium","Low",3
"MS","Male",16,"Urban","Large","Together","4","4","other","teacher","course","father",1,"Medium","0","no","yes","no","yes","yes","yes","no","yes","4","3","1","1","1","3",0,13,12,13,"Portuguese",12.67,"Medium","None",5
"MS","Female",15,"Rural","Large","Together","3","3","services","other","reputation","mother",1,"Medium","0","no","yes","no","no","yes","yes","yes","yes","4","5","4","1","1","1",4,13,12,12,"Portuguese",12.33,"Medium","Low",4
"MS","Female",16,"Rural","Large","Together","2","2","at_home","other","course","mother",2,"Medium","1","no","yes","no","yes","no","yes","no","no","4","4","4","2","3","5",2,12,11,12,"Portuguese",11.67,"Medium","Low",3
"MS","Female",16,"Rural","Small","Together","2","2","other","other","home","father",3,"Low","0","no","yes","no","yes","yes","yes","no","yes","4","3","2","1","1","4",0,14,14,16,"Portuguese",14.67,"High","None",3
"MS","Male",16,"Urban","Small","Together","2","1","at_home","services","course","mother",2,"Low","0","no","yes","no","yes","yes","yes","yes","no","2","4","3","2","3","4",4,10,8,10,"Portuguese",9.33,"Medium","Low",2.5
"MS","Male",15,"Rural","Small","Together","1","3","at_home","other","reputation","father",3,"Low","0","no","yes","no","yes","yes","yes","yes","no","4","2","4","3","5","3",2,10,11,11,"Portuguese",10.67,"Medium","Low",3
"MS","Female",15,"Urban","Large","Together","2","2","other","services","course","mother",2,"High","0","no","yes","no","yes","yes","yes","no","no","5","3","2","1","1","4",0,12,13,14,"Portuguese",13,"Medium","None",3
"MS","Female",16,"Rural","Small","Together","2","1","other","other","home","mother",1,"Low","0","no","yes","no","no","yes","yes","yes","yes","5","4","3","1","1","5",2,10,8,8,"Portuguese",8.67,"Low","Low",2.5
"MS","Male",15,"Urban","Large","Together","3","3","services","services","course","father",2,"Low","0","no","yes","no","yes","no","yes","yes","no","4","3","3","2","4","3",11,12,10,11,"Portuguese",11,"Medium","Moderate",4
"MS","Female",16,"Rural","Large","Together","1","1","at_home","other","course","father",2,"Medium","3","yes","yes","no","no","yes","yes","no","no","3","4","3","1","1","1",0,7,7,8,"Portuguese",7.33,"Low","None",2
"MS","Female",17,"Urban","Large","Together","2","2","other","at_home","course","mother",1,"Low","0","no","yes","no","yes","yes","no","no","no","4","5","3","1","1","5",4,9,9,10,"Portuguese",9.33,"Medium","Low",3
"MS","Female",19,"Urban","Large","Together","2","3","at_home","services","course","other",1,"Low","1","no","no","no","no","yes","no","yes","yes","4","4","4","1","1","2",0,9,9,10,"Portuguese",9.33,"Medium","None",3.5
"MS","Female",17,"Rural","Large","Together","2","1","at_home","other","course","mother",3,"Low","0","no","yes","no","yes","yes","no","no","yes","5","5","3","1","1","3",2,9,10,11,"Portuguese",10,"Medium","Low",2.5
"MS","Female",15,"Rural","Small","Together","1","1","at_home","other","course","mother",2,"Low","0","no","yes","no","no","yes","no","no","yes","5","2","1","1","3","4",0,9,10,9,"Portuguese",9.33,"Low","None",2
"MS","Female",16,"Rural","Large","Together","2","2","other","other","course","father",3,"Medium","0","no","yes","no","no","yes","no","yes","no","3","4","5","1","2","1",1,9,10,11,"Portuguese",10,"Medium","Low",3
"MS","Female",16,"Urban","Small","Apart","2","2","other","other","home","mother",1,"Low","0","no","yes","no","no","yes","no","no","no","4","3","4","1","2","1",6,7,7,8,"Portuguese",7.33,"Low","Moderate",3
"MS","Female",17,"Rural","Large","Together","2","2","at_home","other","course","mother",2,"Medium","0","no","yes","no","no","yes","yes","yes","no","4","3","5","1","2","4",0,11,10,11,"Portuguese",10.67,"Medium","None",3
"MS","Female",16,"Urban","Large","Together","2","2","other","services","course","father",1,"Low","1","no","yes","yes","yes","no","yes","yes","no","4","4","3","1","4","3",1,9,10,10,"Portuguese",9.67,"Medium","Low",3
"MS","Female",18,"Rural","Small","Apart","3","2","other","other","course","other",2,"High","2","no","yes","no","no","no","no","no","yes","3","3","2","1","1","2",6,7,9,10,"Portuguese",8.67,"Medium","Moderate",3.5
"MS","Female",19,"Urban","Large","Together","1","1","at_home","services","course","mother",1,"High","1","no","no","no","yes","yes","no","no","yes","5","3","1","1","1","3",6,7,9,9,"Portuguese",8.33,"Low","Moderate",2
"MS","Male",18,"Rural","Large","Together","1","1","other","other","home","mother",2,"Low","1","no","no","no","yes","yes","no","yes","no","4","4","3","3","4","4",0,8,9,10,"Portuguese",9,"Medium","None",2
"MS","Female",18,"Rural","Large","Together","1","1","at_home","at_home","course","mother",2,"Low","1","no","no","no","no","no","no","yes","yes","3","2","3","1","1","2",4,9,11,10,"Portuguese",10,"Medium","Low",2
"MS","Female",19,"Urban","Large","Together","1","1","other","other","course","other",2,"Medium","1","no","yes","no","no","yes","yes","yes","yes","1","1","4","4","1","1",12,7,8,9,"Portuguese",8,"Low","Moderate",2
"MS","Female",16,"Rural","Large","Apart","2","2","health","other","course","mother",1,"Medium","0","no","no","no","no","no","yes","no","yes","3","3","2","1","1","3",2,8,10,10,"Portuguese",9.33,"Medium","Low",3
"MS","Female",17,"Urban","Large","Together","0","1","other","at_home","course","father",2,"Low","0","no","no","no","yes","no","yes","no","no","2","4","4","3","5","5",5,9,9,10,"Portuguese",9.33,"Medium","Low",1.5
"MS","Female",16,"Rural","Small","Together","1","2","at_home","other","course","mother",1,"Medium","0","no","no","no","yes","yes","no","yes","no","4","4","5","1","3","3",0,8,9,9,"Portuguese",8.67,"Low","None",2.5
"MS","Female",16,"Urban","Large","Together","3","3","other","other","reputation","mother",1,"Low","0","no","no","no","yes","yes","no","yes","yes","4","5","4","1","1","4",0,14,13,13,"Portuguese",13.33,"Medium","None",4
"MS","Female",16,"Rural","Small","Together","1","1","services","services","home","mother",1,"Low","0","no","yes","no","yes","yes","yes","yes","yes","4","4","4","2","2","4",2,14,14,14,"Portuguese",14,"Medium","Low",2
"MS","Male",17,"Urban","Large","Together","3","3","services","at_home","course","mother",2,"Very High","1","no","yes","yes","yes","yes","yes","no","no","5","4","5","3","4","5",0,10,11,10,"Portuguese",10.33,"Medium","None",4
"MS","Female",16,"Urban","Large","Together","2","1","other","services","course","mother",1,"Medium","0","no","yes","no","yes","yes","yes","yes","no","5","3","3","1","1","1",0,14,13,14,"Portuguese",13.67,"Medium","None",2.5
"MS","Female",16,"Urban","Large","Together","2","2","services","other","course","mother",1,"Low","0","no","yes","yes","yes","yes","yes","no","yes","4","2","5","1","2","5",0,17,16,16,"Portuguese",16.33,"High","None",3
"MS","Male",17,"Urban","Large","Together","1","2","other","other","course","father",1,"Low","1","no","yes","no","yes","yes","no","yes","yes","5","3","5","5","5","1",12,6,7,7,"Portuguese",6.67,"Low","Moderate",2.5
"MS","Male",16,"Urban","Small","Together","4","3","other","other","course","father",1,"Low","0","no","no","no","yes","yes","yes","yes","no","4","2","5","1","5","5",8,14,12,13,"Portuguese",13,"Medium","Moderate",4.5
"MS","Male",17,"Rural","Small","Together","2","2","services","services","other","mother",3,"Very High","1","no","yes","no","no","yes","yes","no","no","1","3","5","3","5","3",2,10,8,9,"Portuguese",9,"Low","Low",3
"MS","Female",16,"Urban","Large","Together","1","1","other","other","course","other",1,"Very High","0","yes","yes","no","yes","yes","yes","yes","no","2","2","1","1","1","5",0,14,14,14,"Portuguese",14,"Medium","None",2
"MS","Female",19,"Urban","Small","Together","2","2","other","other","home","mother",1,"High","0","no","no","no","no","yes","yes","yes","yes","5","4","5","1","1","1",0,12,13,13,"Portuguese",12.67,"Medium","None",3
"MS","Female",17,"Rural","Large","Together","1","1","at_home","other","reputation","mother",2,"Low","0","no","yes","no","yes","no","yes","yes","yes","4","4","5","1","2","5",0,11,11,11,"Portuguese",11,"Medium","None",2
"MS","Female",20,"Urban","Large","Together","3","3","at_home","services","other","mother",2,"Medium","1","no","no","no","yes","yes","yes","yes","yes","3","3","4","2","4","3",8,11,9,10,"Portuguese",10,"Medium","Moderate",4
"MS","Female",17,"Urban","Small","Together","1","1","other","services","course","father",1,"High","0","no","yes","no","no","yes","yes","no","yes","4","3","3","1","1","3",0,11,11,10,"Portuguese",10.67,"Medium","None",2
"MS","Male",17,"Rural","Large","Together","2","2","other","other","course","mother",3,"Low","1","no","yes","no","no","no","yes","yes","no","4","4","5","1","2","5",0,10,9,9,"Portuguese",9.33,"Low","None",3
"MS","Female",16,"Rural","Small","Together","1","1","at_home","other","course","father",3,"Medium","0","no","yes","no","no","yes","yes","no","no","5","3","2","1","1","1",0,16,17,18,"Portuguese",17,"High","None",2
"MS","Female",17,"Rural","Large","Together","2","2","other","other","reputation","mother",2,"Medium","0","no","yes","no","yes","yes","yes","no","no","5","3","2","1","1","1",0,15,17,17,"Portuguese",16.33,"High","None",3
"MS","Female",17,"Urban","Large","Apart","1","0","other","other","other","mother",2,"Medium","0","no","no","no","no","yes","yes","yes","yes","4","4","5","1","1","4",1,11,9,10,"Portuguese",10,"Medium","Low",1.5
"MS","Female",18,"Rural","Large","Together","1","1","at_home","other","other","mother",1,"Medium","1","no","yes","no","no","yes","yes","yes","yes","4","3","2","1","1","5",9,7,7,7,"Portuguese",7,"Low","Moderate",2
"MS","Female",16,"Urban","Large","Together","3","1","other","other","course","mother",1,"Low","0","no","no","no","yes","yes","yes","yes","no","3","1","3","1","3","1",0,8,6,8,"Portuguese",7.33,"Low","None",3
"MS","Female",16,"Urban","Large","Together","3","2","services","at_home","course","mother",1,"Low","0","no","no","no","no","yes","yes","yes","no","3","1","3","1","4","3",2,7,6,7,"Portuguese",6.67,"Low","Low",3.5
"MS","Female",18,"Urban","Small","Together","1","1","other","at_home","reputation","mother",2,"Medium","0","yes","no","no","no","yes","yes","no","no","2","3","5","1","4","3",8,9,8,10,"Portuguese",9,"Medium","Moderate",2
"MS","Female",16,"Rural","Large","Together","4","4","health","teacher","reputation","father",1,"Medium","0","no","no","no","yes","no","yes","yes","yes","4","3","3","2","3","2",0,14,16,16,"Portuguese",15.33,"High","None",5
"MS","Female",16,"Rural","Small","Together","1","2","other","other","reputation","mother",2,"Low","0","no","no","no","yes","yes","yes","yes","no","5","4","5","1","4","2",0,14,14,15,"Portuguese",14.33,"High","None",2.5
"MS","Female",18,"Urban","Large","Apart","2","4","other","services","reputation","father",1,"Medium","1","no","yes","no","no","yes","yes","yes","no","2","3","2","1","3","1",8,8,5,8,"Portuguese",7,"Low","Moderate",4
